proNo,proID,Lat,Lng,proType,Price_k,bedroom,bathroom,parking,age_md,income_md,local_Per,English_Per,rent_md,sch_rank,to_station,Time_train,Total_Time,supermarket,hospital,shopping_center,clinic,Formated_Address,Postal_Code,Locality,pro_type_no,pro_type_real,price_real,link,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
76,107260393,-38.019918,145.104897,House,575,5,2,2,39,745,0.78,0.9,410,431,15,51,66,2036,4289,2082,574,"15 Connewarra Ave, Aspendale VIC 3195, Australia",3195,Aspendale,1,House,575000,http://www.realestate.com.au/property-house-vic-aspendale-107260393,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,2
77,107270604,-37.8130304,145.0888775,Others,435,2,1,1,48,639,0.55,0.65,360,42,27,22,48,508,2630,1476,50,"19/2 Kireep Rd, Balwyn VIC 3103, Australia",3103,Balwyn,3,Retirement Living,435000,http://www.realestate.com.au/property-retirement+living-vic-balwyn-107270604,1,1,,,1,1,,,1,,1,1,,,,,1,,1,1,,,,,,,,,,,,,,,1
78,107272411,-37.863435,144.818171,House,850,4,3,1,39,522,0.59,0.7,241,600,7,32,39,1208,2154,2148,828,"101 Grieve Parade, Altona VIC 3018, Australia",3018,Altona,1,House,850000,http://www.realestate.com.au/property-house-vic-altona-107272411,1,1,,1,,,,,1,,1,1,,1,,1,,,,,,,1,,,1,,1,,,,1,1,1,14
79,107273095,-38.063848,145.143231,Apartment,425,3,2,2,42,842,0.58,0.75,331,227,29,59,88,463,5000,458,65,"44/60-68 Gladesville Blvd, Patterson Lakes VIC 3197, Australia",3197,Patterson Lakes,0,Apartment,425000,http://www.realestate.com.au/property-apartment-vic-patterson+lakes-107273095,1,,,,,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,5
80,107276685,-37.6961935,145.0510835,Apartment,350,1,1,1,33,432,0.41,0.39,300,360,45,42,90,617,1107,1855,1226,"Collared Cl, Bundoora VIC 3083, Australia",3083,Bundoora,0,Apartment,350000,http://www.realestate.com.au/property-apartment-vic-bundoora-107276685,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
81,107313373,-37.700978,145.066154,Unit,375,2,1,2,37,458,0.75,0.75,305,360,29,42,71,831,1129,574,90,"4/8 Balaka Pl, Bundoora VIC 3083, Australia",3083,Bundoora,2,Unit,375000,http://www.realestate.com.au/property-unit-vic-bundoora-107313373,1,1,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,6
82,107318892,-37.977408,145.074246,Apartment,270,1,1,1,37,652,0.67,0.71,290,311,17,43,60,752,706,725,646,"3/47 Albenca St, Mentone VIC 3194, Australia",3194,Mentone,0,Apartment,270000,http://www.realestate.com.au/property-apartment-vic-mentone-107318892,,,,,,,,,,,1,,,,,,,,1,1,,1,,,,,,,1,,,,,,5
83,107337827,-37.907896,145.119112,House,748,3,1,1,30,536,0.37,0.3,346,394,26,31,56,2041,790,1773,851,"21 Alexander Ave, Oakleigh East VIC 3166, Australia",3166,Oakleigh East,1,House,748000,http://www.realestate.com.au/property-house-vic-oakleigh+east-107337827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3
84,107342242,-37.6961935,145.0510835,Apartment,408,2,1,1,33,432,0.41,0.39,300,360,45,42,90,617,1107,1855,1226,"Collared Cl, Bundoora VIC 3083, Australia",3083,Bundoora,0,Apartment,408000,http://www.realestate.com.au/property-apartment-vic-bundoora-107342242,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
85,107364650,-37.890828,144.726274,House,390,4,2,2,29,914,0.42,0.49,350,600,45,31,75,812,2397,313,2253,"18 Derham Dr, Point Cook VIC 3030, Australia",3030,Point Cook,1,House,390000,http://www.realestate.com.au/property-house-vic-point+cook-107364650,1,1,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,9
86,107365248,-37.8130304,145.0888775,Others,225,1,1,0,48,639,0.55,0.65,360,42,27,22,48,508,2630,1476,50,"36/2 Kireep Rd, Balwyn VIC 3103, Australia",3103,Balwyn,3,Retirement Living,225000,http://www.realestate.com.au/property-retirement+living-vic-balwyn-107365248,1,1,1,,,1,,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,8
87,107369863,-37.8169759,144.9767921,Apartment,365,1,1,1,34,1341,0.58,0.73,370,457,11,13,24,883,842,910,221,"113/33 Cliveden Cl, East Melbourne VIC 3002, Australia",3002,East Melbourne,0,Apartment,365000,http://www.realestate.com.au/property-apartment-vic-east+melbourne-107369863,,,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,4
88,107377598,-37.808823,145.156655,House,680,3,1,2,34,686,0.75,0.75,277,146,22,26,48,463,1111,425,249,"10 Gay St, Blackburn North VIC 3130, Australia",3130,Blackburn North,1,House,680000,http://www.realestate.com.au/property-house-vic-blackburn+north-107377598,1,,,,,,,,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,6
89,107382792,-37.722324,145.021654,House,460,3,1,2,38,430,0.55,0.48,260,387,21,40,61,616,2189,642,734,"33 Boldrewood Parade, Reservoir VIC 3073, Australia",3073,Reservoir,1,House,460000,http://www.realestate.com.au/property-house-vic-reservoir-107382792,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,6
90,107388863,-37.938856,145.013756,Unit,520,2,1,1,43,648,0.68,0.88,376,411,13,30,43,1016,993,4057,1151,"8/121 Thomas St, Hampton VIC 3188, Australia",3188,Hampton,2,Unit,520000,http://www.realestate.com.au/property-unit-vic-hampton-107388863,1,,,,,,,,,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,5
91,107393073,-37.72874,144.799525,House,445,3,1,1,38,347,0.36,0.3,275,414,8,31,38,1802,3739,1673,116,"86 Helen St, St Albans VIC 3021, Australia",3021,St Albans,1,House,445000,http://www.realestate.com.au/property-house-vic-st+albans-107393073,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,4
92,107415699,-37.828481,145.097524,Unit,536,2,1,1,35,724,0.62,0.74,350,100,7,21,28,1852,2472,1485,253,"3/2 Bona Vista Ave, Surrey Hills VIC 3127, Australia",3127,Surrey Hills,2,Unit,535500,http://www.realestate.com.au/property-unit-vic-surrey+hills-107415699,1,1,1,,,1,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,1,1,1,11
93,107432243,-37.8965627,145.0125924,Apartment,275,1,1,1,39,802,0.64,0.75,365,225,13,22,35,1239,88,3953,208,"481/483 Kooyong Rd, Elsternwick VIC 3185, Australia",3185,Elsternwick,0,Apartment,275000,http://www.realestate.com.au/property-apartment-vic-elsternwick-107432243,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
94,107449267,-38.0550206,145.1306191,Unit,140,2,1,1,41,584,0.66,0.82,231,227,20,57,77,1299,5000,1853,368,"Broadway Garden, Bonbeach VIC 3196, Australia",3196,Bonbeach,2,Unit,140000,http://www.realestate.com.au/property-unit-vic-chelsea-107449267,1,1,,,1,,,1,,,1,1,,,,,,,,1,,1,1,,,,,,,,,,,,9
95,107453838,-37.8177745,144.9655387,Apartment,250,2,1,0,25,456,0.15,0.26,320,457,3,7,10,32,597,122,129,"516/268 Flinders St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,250000,http://www.realestate.com.au/property-apartment-vic-melbourne-107453838,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,3
96,107455942,-37.971582,145.064056,House,615,4,2,2,36,639,0.74,0.82,277,311,14,40,54,1111,1763,948,1029,"10 Swinden Ave, Cheltenham VIC 3192, Australia",3192,Cheltenham,1,House,615000,http://www.realestate.com.au/property-house-vic-cheltenham-107455942,1,1,1,,,,,,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,1
97,107465529,-37.934655,145.129111,Unit,380,2,1,1,29,491,0.32,0.31,298,291,13,33,46,1313,1692,1408,653,"3/30 Bevan Ave, Clayton South VIC 3169, Australia",3169,Clayton South,2,Unit,380000,http://www.realestate.com.au/property-unit-vic-clayton+south-107465529,,,1,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,1,1,1,7
98,107477176,-37.7911775,144.8894998,Apartment,195,2,1,1,31,371,0.38,0.38,276,423,18,15,32,1295,205,1266,361,"Ballarat Rd & Gordon St, Footscray VIC 3011, Australia",3011,Footscray,0,Apartment,195000,http://www.realestate.com.au/property-apartment-vic-footscray-107477176,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3
99,107477212,-37.7911775,144.8894998,Apartment,105,1,1,0,31,371,0.38,0.38,276,423,18,15,32,1295,205,1266,361,"Ballarat Rd & Gordon St, Footscray VIC 3011, Australia",3011,Footscray,0,Apartment,105000,http://www.realestate.com.au/property-apartment-vic-footscray-107477212,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3
100,107483915,-37.878201,144.744265,House,353,3,2,2,34,919,0.64,0.67,320,600,21,31,52,925,3953,1247,391,"16 Picton Ln, Point Cook VIC 3030, Australia",3030,Point Cook,1,Townhouse,352500,http://www.realestate.com.au/property-townhouse-vic-point+cook-107483915,1,1,,1,,,1,,1,,1,1,,1,,,,,,1,,,,,,,,,,,,1,1,1,12
101,107485437,-37.8074695,145.0198656,Apartment,1510,4,3,3,45,864,0.69,0.68,369,105,26,10,36,984,353,1004,1908,"2/41 Carson St, Kew VIC 3101, Australia",3101,Kew,0,Apartment,2595000,http://www.realestate.com.au/property-apartment-vic-kew-107485437,1,1,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,7
102,107485617,-37.880393,145.047316,Apartment,280,1,1,1,29,487,0.45,0.56,280,225,8,17,25,573,2311,1126,247,"7/13 Dudley St, Caulfield East VIC 3145, Australia",3145,Caulfield East,0,Apartment,280000,http://www.realestate.com.au/property-apartment-vic-caulfield+east-107485617,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,3
103,107493170,-37.801099,144.814218,House,290,3,1,1,28,327,0.51,0.42,121,423,37,20,58,858,4482,2017,213,"8 Felstead Ave, Sunshine West VIC 3020, Australia",3020,Sunshine West,1,House,290000,http://www.realestate.com.au/property-house-vic-sunshine+west-107493170,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
104,107498029,-37.849425,145.09527,House,133,1,1,1,37,594,0.64,0.68,293,245,19,25,44,1897,828,2996,969,"20/234 Warrigal Rd, Camberwell VIC 3124, Australia",3124,Camberwell,1,House,133000,http://www.realestate.com.au/property-house-vic-camberwell-107498029,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4
105,107502919,-37.915759,145.121169,House,722,5,4,1,29,378,0.3,0.25,319,394,13,31,44,1188,133,948,307,"209 Clayton Rd, Clayton VIC 3168, Australia",3168,Clayton,1,House,722188,http://www.realestate.com.au/property-house-vic-clayton-107502919,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,1,1,1,6
106,107505655,-37.821294,144.955768,Apartment,490,2,2,1,24,440,0.14,0.2,380,24,17,7,24,323,1457,709,261,"565 Flinders St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,490000,http://www.realestate.com.au/property-apartment-vic-melbourne-107505655,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
107,107510906,-37.770307,144.945879,Others,275,1,1,1,36,742,0.64,0.6,300,95,19,15,34,1258,890,1537,275,"4/10 Fitzgibbon Ave, Brunswick West VIC 3055, Australia",3055,Brunswick West,3,Villa,275000,http://www.realestate.com.au/property-villa-vic-brunswick+west-107510906,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,2
108,107512252,-37.744158,144.820318,House,375,3,1,1,40,339,0.34,0.28,250,234,24,28,52,1631,1752,3856,268,"23 Bernbanks Ave, St Albans VIC 3021, Australia",3021,St Albans,1,House,375000,http://www.realestate.com.au/property-house-vic-st+albans-107512252,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
109,107512659,-37.8087729,144.9913848,Apartment,375,1,1,1,30,1170,0.61,0.72,350,457,4,15,19,384,697,390,686,"213/3 Hoddle St, Collingwood VIC 3066, Australia",3066,Collingwood,0,Apartment,375000,http://www.realestate.com.au/property-apartment-vic-collingwood-107512659,1,,,,,,1,,1,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,7
110,107517791,-37.798298,145.152657,House,708,3,2,2,52,405,0.55,0.59,325,146,39,26,66,1488,1329,1205,751,"1/18 Thea Grove, Doncaster East VIC 3109, Australia",3109,Doncaster East,1,Townhouse,708000,http://www.realestate.com.au/property-townhouse-vic-doncaster+east-107517791,1,1,,1,,,,,1,,,1,1,,1,,,,,,,,,,,,,1,,,,1,1,1,11
111,107519430,-37.851213,145.128654,House,920,5,2,3,31,348,0.44,0.42,380,91,41,32,73,2758,2333,446,319,"369 Burwood Hwy, Burwood VIC 3125, Australia",3125,Burwood,1,House,920000,http://www.realestate.com.au/property-house-vic-burwood-107519430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,107525857,-37.733032,145.034019,Unit,380,2,1,1,41,357,0.54,0.51,253,335,45,36,82,745,2764,715,924,"3/46 Tyler St, Preston VIC 3072, Australia",3072,Preston,2,Unit,380000,http://www.realestate.com.au/property-unit-vic-preston-107525857,1,1,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,9
113,107543059,-37.809461,144.9608739,Apartment,385,1,1,1,28,505,0.19,0.28,380,58,3,4,7,227,780,249,204,"397 Elizabeth St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,385000,http://www.realestate.com.au/property-apartment-vic-melbourne-107543059,1,,,,,,1,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,7
114,107553780,-37.834772,144.937209,House,838,2,1,0,38,1062,0.68,0.82,500,24,39,4,43,598,1384,1535,1406,"166 Albert St, Port Melbourne VIC 3207, Australia",3207,Port Melbourne,1,House,837500,http://www.realestate.com.au/property-house-vic-port+melbourne-107553780,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,1,1,,,,,,5
115,107554833,-37.682036,145.074179,Apartment,335,2,1,1,42,509,0.58,0.58,345,327,45,42,90,326,1485,2028,1162,"210/50 Janefield Dr, Bundoora VIC 3083, Australia",3083,Bundoora,0,Apartment,335000,http://www.realestate.com.au/property-apartment-vic-bundoora-107554833,1,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4
116,107554852,-37.977243,145.049185,House,895,3,2,2,45,680,0.75,0.88,390,411,20,40,60,1259,1626,1369,881,"26A Spicer St, Beaumaris VIC 3193, Australia",3193,Beaumaris,1,Townhouse,895000,http://www.realestate.com.au/property-townhouse-vic-beaumaris-107554852,1,1,,1,,1,,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,,,8
117,107565048,-37.871309,144.7621,Unit,285,2,1,1,36,511,0.52,0.55,260,525,11,29,39,2185,5000,480,109,"3/58-60 Ailsa St S, Altona Meadows VIC 3028, Australia",3028,Altona Meadows,2,Unit,285000,http://www.realestate.com.au/property-unit-vic-altona+meadows-107565048,,,,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,1,,,1,1,1,8
118,107567550,-37.909908,145.091078,House,300,3,2,2,37,565,0.67,0.65,441,394,17,26,42,1010,2747,1027,593,"2/1169 North Rd, Oakleigh VIC 3166, Australia",3166,Oakleigh,1,Townhouse,300000,http://www.realestate.com.au/property-townhouse-vic-oakleigh-107567550,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,1,1,1,6
119,107568946,-37.7843729,144.9781791,Apartment,585,2,1,1,32,1079,0.68,0.81,420,148,20,25,45,1544,976,1706,92,"509/4 Bik Ln, Fitzroy North VIC 3068, Australia",3068,Fitzroy North,0,Apartment,585000,http://www.realestate.com.au/property-apartment-vic-fitzroy+north-107568946,1,,,,,1,1,1,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,,8
120,107579284,-37.89849,145.117176,House,575,3,1,2,36,624,0.57,0.52,401,394,32,28,60,2365,1269,2371,536,"3/130 Ferntree Gully Rd, Oakleigh East VIC 3166, Australia",3166,Oakleigh East,1,Townhouse,575000,http://www.realestate.com.au/property-townhouse-vic-oakleigh+east-107579284,1,1,,1,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,9
121,107582746,-37.981681,145.127353,House,585,3,1,5,40,525,0.82,0.87,295,316,45,36,90,554,4332,1968,408,"11 Sharrock Dr, Dingley Village VIC 3172, Australia",3172,Dingley Village,1,House,585000,http://www.realestate.com.au/property-house-vic-dingley+village-107582746,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,5
122,107594354,-37.869523,144.824257,House,683,3,1,0,42,627,0.61,0.72,280,600,9,30,39,535,2179,2179,251,"5 Romawi St, Altona VIC 3018, Australia",3018,Altona,1,House,682500,http://www.realestate.com.au/property-house-vic-altona-107594354,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2
123,107594977,-38.060904,145.118798,House,625,3,2,2,45,748,0.68,0.77,320,227,3,57,59,828,5000,2341,299,"511 Nepean Hwy, Bonbeach VIC 3196, Australia",3196,Bonbeach,1,House,625000,http://www.realestate.com.au/property-house-vic-bonbeach-107594977,1,1,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,6
124,107609876,-37.850496,144.77666,House,335,3,1,4,33,359,0.5,0.57,261,525,25,29,54,484,5000,2242,1300,"12 Chirnside Cres, Laverton VIC 3028, Australia",3028,Laverton,1,House,335000,http://www.realestate.com.au/property-house-vic-laverton-107609876,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,1,1,1,6
125,107616161,-37.836528,144.918453,House,1050,4,1,2,42,829,0.71,0.81,355,24,45,18,90,2050,596,3058,2541,"278 Williamstown Rd, Port Melbourne VIC 3207, Australia",3207,Port Melbourne,1,House,1050000,http://www.realestate.com.au/property-house-vic-port+melbourne-107616161,,,1,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,1,1,7
126,107620604,-37.93754,145.212299,House,760,4,2,2,38,665,0.58,0.48,370,396,45,42,90,1914,84,1989,1793,"40 Blanton Dr, Mulgrave VIC 3170, Australia",3170,Mulgrave,1,House,760000,http://www.realestate.com.au/property-house-vic-mulgrave-107620604,1,1,,1,,,,1,1,,1,1,,1,1,,,,,,,,,,,1,,,,,,1,1,1,13
127,107620800,-37.7319706,144.7477962,House,470,3,2,2,31,806,0.49,0.47,371,342,45,31,90,400,5000,2965,577,"Boathouse Dr, Caroline Springs VIC 3023, Australia",3023,Caroline Springs,1,House,470000,http://www.realestate.com.au/property-house-vic-caroline+springs-107620800,1,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,6
128,107624390,-37.717946,145.13086,House,573,3,2,2,38,702,0.85,0.9,304,161,14,48,61,1629,3875,3928,597,"1/168 Rattray Rd, Montmorency VIC 3094, Australia",3094,Montmorency,1,Townhouse,573200,http://www.realestate.com.au/property-townhouse-vic-montmorency-107624390,,1,1,1,,,1,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,7
129,107629961,-38.036626,145.134294,House,493,3,2,0,38,645,0.71,0.81,370,431,36,53,88,2502,5000,3582,486,"9 Bradina Ct, Chelsea Heights VIC 3196, Australia",3196,Chelsea Heights,1,House,493075,http://www.realestate.com.au/property-house-vic-chelsea+heights-107629961,1,1,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,7
130,107751516,-37.861973,144.898222,House,1300,3,1,2,38,852,0.75,0.77,280,251,11,25,36,476,514,344,324,"31 Electra St, Williamstown VIC 3016, Australia",3016,Williamstown,1,House,1300000,http://www.realestate.com.au/property-house-vic-williamstown-107751516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,107785956,-37.870672,144.783673,House,365,3,1,1,37,461,0.61,0.56,280,525,23,29,52,2133,5000,1948,277,"61 Rosebery St, Altona Meadows VIC 3028, Australia",3028,Altona Meadows,1,House,365000,http://www.realestate.com.au/property-house-vic-altona+meadows-107785956,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,,7
132,107812496,-37.902868,145.096422,Unit,583,3,1,2,35,604,0.59,0.62,280,394,11,26,36,577,2585,589,224,"1/48 Burlington St, Oakleigh VIC 3166, Australia",3166,Oakleigh,2,Unit,582500,http://www.realestate.com.au/property-unit-vic-oakleigh-107812496,,1,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,1,1,8
133,107843116,-37.700896,145.07134,House,383,3,2,2,41,494,0.69,0.71,285,360,23,42,65,1245,1338,118,65,"3/1 Warrawee Dr, Bundoora VIC 3083, Australia",3083,Bundoora,1,House,382500,http://www.realestate.com.au/property-house-vic-bundoora-107843116,1,,,,,,,,,,1,1,1,1,,,,,,1,,,,1,,,,,,,,,,,7
134,107917106,-37.911046,144.628622,Others,230,2,1,2,33,545,0.75,0.83,275,515,42,38,80,2875,5000,5000,1451,"1b/150-168 Bulban Rd, Werribee VIC 3030, Australia",3030,Werribee,3,Retirement Living,230000,http://www.realestate.com.au/property-retirement+living-vic-werribee-107917106,1,1,,1,,1,,,1,,1,1,1,,,,1,1,,1,,,,,,,1,,1,,,,,,13
135,108025726,-37.81128,144.967848,Apartment,320,1,1,0,27,438,0.15,0.21,370,457,9,2,11,200,198,195,11,"222 Russell St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,320000,http://www.realestate.com.au/property-apartment-vic-melbourne-108025726,1,1,,,1,,1,,,,,1,,,,,,1,,1,,,1,,,,1,,1,,,,,,1
136,108039836,-37.711225,144.802227,House,427,3,2,2,41,641,0.72,0.72,316,287,34,31,64,866,5000,999,950,"13 Wyperfeld Ave, Taylors Lakes VIC 3038, Australia",3038,Taylors Lakes,1,House,427000,http://www.realestate.com.au/property-house-vic-taylors+lakes-108039836,1,1,,1,,,,,,,,,1,1,,1,,,,,,,1,,,1,,,,,,,,,8
137,108069276,-38.060477,145.122861,Unit,330,2,1,2,38,691,0.67,0.78,250,227,8,57,64,961,5000,2028,215,"12/29 York St, Bonbeach VIC 3196, Australia",3196,Bonbeach,2,Unit,330000,http://www.realestate.com.au/property-unit-vic-bonbeach-108069276,1,1,1,1,,,,,1,,1,1,,,,,1,,,,,1,,1,,,,,,,,,,,1
138,108080496,-37.8176557,144.9579052,Apartment,310,1,1,0,29,766,0.33,0.46,280,24,9,4,13,210,1072,579,12,"480 Collins St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,310000,http://www.realestate.com.au/property-apartment-vic-melbourne-108080496,1,1,,,,,,,,,,1,1,,,,,1,,,,,1,,,,1,1,,,,,,,8
139,108082161,-37.8087809,144.9624942,Apartment,380,1,1,0,23,218,0.12,0.2,415,58,4,4,8,180,708,235,190,"31 A Beckett St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,380000,http://www.realestate.com.au/property-apartment-vic-melbourne-108082161,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,3
140,108125331,-37.8801814,145.0968366,House,657,3,2,1,34,394,0.49,0.5,350,245,14,28,42,1269,2137,1221,576,"2/2 Moona Ct, Chadstone VIC 3148, Australia",3148,Chadstone,1,Townhouse,657000,http://www.realestate.com.au/property-townhouse-vic-chadstone-108125331,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,6
141,108142036,-37.866951,145.086046,House,873,3,1,1,37,605,0.67,0.63,185,245,11,28,39,632,1336,2037,84,"23 Warner Ave, Ashburton VIC 3147, Australia",3147,Ashburton,1,House,873000,http://www.realestate.com.au/property-house-vic-ashburton-108142036,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
142,108147286,-38.056467,145.129587,House,470,3,2,2,45,756,0.72,0.89,340,227,17,57,74,1237,5000,1794,322,"44 Scotch Parade, Bonbeach VIC 3196, Australia",3196,Bonbeach,1,House,470000,http://www.realestate.com.au/property-house-vic-bonbeach-108147286,1,1,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,7
143,108153396,-37.6880526,145.0878566,House,610,3,2,2,42,509,0.58,0.58,345,235,45,42,90,1650,1941,1950,914,"15 Queens Gardens, Bundoora VIC 3083, Australia",3083,Bundoora,1,House,610000,http://www.realestate.com.au/property-house-vic-bundoora-108153396,1,1,,1,,,,,,,,1,,1,1,,,,,,,,,,,,,1,,,,,,,7
144,108200326,-37.898138,145.165524,House,657,3,1,2,41,479,0.5,0.39,413,111,32,37,69,780,2280,819,1435,"33 Diosma Dr, Glen Waverley VIC 3150, Australia",3150,Glen Waverley,1,House,657000,http://www.realestate.com.au/property-house-vic-glen+waverley-108200326,1,1,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,6
145,108213956,-37.910148,145.128496,House,1125,4,2,0,24,181,0.21,0.27,280,291,30,31,61,1989,774,1318,437,"34 Beddoe Ave, Clayton VIC 3168, Australia",3168,Clayton,1,House,1125000,http://www.realestate.com.au/property-house-vic-clayton-108213956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3
146,108283536,-37.794934,144.757044,House,385,4,2,2,28,749,0.47,0.45,330,486,45,26,90,1769,5000,1849,1368,"11 Taunton Grove, Derrimut VIC 3030, Australia",3030,Derrimut,1,House,385000,http://www.realestate.com.au/property-house-vic-derrimut-108283536,1,1,1,1,,1,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,9
147,108331096,-37.896798,145.146218,House,673,3,1,2,35,521,0.52,0.48,343,111,33,35,68,634,1320,628,176,"19 Avonhurst Dr, Glen Waverley VIC 3150, Australia",3150,Glen Waverley,1,House,673000,http://www.realestate.com.au/property-house-vic-glen+waverley-108331096,,1,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,4
148,108338216,-37.8437711,144.9789097,Apartment,1510,3,2,0,48,1160,0.5,0.68,600,24,18,12,30,614,292,1363,908,"505 St Kilda Rd, Melbourne VIC 3004, Australia",3004,Melbourne,0,Apartment,2150000,http://www.realestate.com.au/property-apartment-vic-melbourne-108338216,1,,,,,,1,,1,1,1,1,1,1,,,,1,1,1,,1,1,,,,1,,,,,,,,14
149,108352756,-37.74631,144.898309,House,810,4,3,2,40,705,0.81,0.76,320,153,27,16,43,1115,1146,1358,720,"92 Cooper St, Essendon VIC 3040, Australia",3040,Essendon,1,House,810000,http://www.realestate.com.au/property-house-vic-essendon-108352756,1,1,1,1,,,1,,1,,1,,1,1,,,1,,1,,,,,,,,,1,,,,,,,12
